"","PLT_CN","C.storage","N.storage","depth","m.C.storage","m.N.storage","m.depth","pH_H2O","pH_CaCl2","m.Na.storage","m.K.storage","m.Mg.storage","m.Ca.storage","m.Al.storage","m.Mn.storage","m.Fe.storage","m.Ni.storage","m.Cu.storage","m.Zn.storage","m.Cd.storage","m.Pb.storage","m.S.storage","m.BrayP.storage","m.OlsenP.storage"
"190",4658094010690,1.78657553528889,0.139697108266667,20.508,1.616648,0.136384,20,7.3,6.22,17499.085,34029.819,267795.74,407125.9,228.464,383.18,0,0,0,0,3.925,0,294.31,1203.576,480.176
"191",4659821010690,5.10227813631332,0.30661519946683,21.4181666666667,4.78771591160221,0.298807845303868,20,6.79,6.31,0,64143.6174033149,63438.2132596685,705826.082872928,30.6939226519337,324.956298342541,0,0,0,0,8.58121546961326,0,400.555690607735,5624.88011049724,2700.9946961326
"192",4660148010690,0.916830115045396,0.0498153048980356,21.0371666666667,0.692406850828729,0.0430458563535912,20,7.185,6.3615,0,6960.24,24106.5639779006,206763.33038674,283.416906077348,932.462762430939,0,0,0,0,3.44497237569061,0,260.024751381215,5860.14806629834,1150.60994475138
"193",4660322010690,1.00018645418333,0.0708969784833333,20.0635,0.997704,0.070849,20,8.225,7.56,0,29973.431,21354.329,660036.7,186.558,342.458,0,0,0,0,5.127,0,587.109,11186.56,1421.23
"194",4664290010690,3.5056707176,0.2684041984,20.0846666666667,3.49363,0.268163,20,7.92,7.45,877.646,50603.37,58050.85,1717069.5,0,103.321,0,0,0,0,4.226,0,927.282,1518.4859,1310.0978
"195",4664549010690,4.79782342111111,0.343291100555556,21.5875,4.449,0.331875,20,7.32,6.775,380.7,85582.125,170494.5,668790,151.275,171.75,0,0,0,0,0.9,0,548.25,5469.75,4089.6
"196",4683692010690,20.1898595930254,0.758248341707551,21.524,19.5868629834254,0.746993364640884,20,5.65,5.1,0,38551.2689060773,36149.5874033149,506298.41160221,157.185,9846.34723756906,0,0,0,186.127,58.5232044198895,1.497,2299.94835911602,3210.29171270718,3759.65005524862
"197",4687377010690,7.50115904540741,0.722689437777778,20.8466666666667,6.87946,0.703848,20,6.955,6.455,668.368,52553.077,43565.96,580647.4,284.195,403.08,0,0,0,0,1.918,0,1688.318,5810.96,2106.316
"198",4689330010690,6.19164288173812,0.58843784819779,23.0268333333333,5.24889447513812,0.55444408839779,20,7.735,7.25,1391.07215469613,71489.7500552486,28203.455801105,776094.033149171,220.220552486188,236.394861878453,0,44.6824309392265,0,0,0,0,692.528287292818,1332.09132596685,835.762541436464
"199",4690784010690,5.22391691872314,0.258305373085328,23.556,4.28321662983425,0.227320364640884,20,5.3,4.655,5332.27249723757,55873.4893701657,26117.3520441989,206984.46519337,25571.863480663,14119.511160221,2862.54,0,0,7.533,12.3943756906077,0,951.05553038674,4794.80298342541,3167.04763535912
