"","X.1","PLT_CN","PREVDIA.EM","DIA.EM","PREVDIA.AM","DIA.AM","PREVDIA.EITHER","DIA.EITHER","PREVDIA.OTHER","DIA.OTHER","PREVDIA.TOT","DIA.TOT","BASAL.EM","BASAL.AM","BASAL.EITHER","BASAL.OTHER","PREVSTEM.EM","STEM.EM","PREVSTEM.AM","STEM.AM","PREVSTEM.EITHER","STEM.EITHER","PREVSTEM.OTHER","STEM.OTHER","PREVSTEM.TOT","STEM.TOT","REMPER","latitude","longitude","elevation","grm.out","X","C.storage","N.storage","depth","m.C.storage","m.N.storage","m.depth","pH_H2O","pH_CaCl2","m.Na.storage","m.K.storage","m.Mg.storage","m.Ca.storage","m.Al.storage","m.Mn.storage","m.Fe.storage","m.Ni.storage","m.Cu.storage","m.Zn.storage","m.Cd.storage","m.Pb.storage","m.S.storage","m.BrayP.storage","m.OlsenP.storage","map","mat"
"1770",1770,55546904010661,0,261.4,0,0,0,0,0,0,0,261.4,2855.40927081103,0,0,0,0,20,0,0,0,0,0,0,0,20,NA,46.072191,-85.013713,786,0,2162,12.5185460328889,0.392253659911111,26.4135,3.7793,0.16791,20,4.11,3.58,4670,5264,586,2191,37922,145.2,4544.3,0,0,437.4,0,205.6,2139.7,2731.6,NA,827.830017089844,5.28000020980835
"1771",1771,55558442010661,51.7,78.7,150,317.9,0,0,0,0,201.7,396.6,991.761530830128,3278.1027083699,0,0,4,5,13,26,0,0,0,0,17,31,12,46.224049,-85.647467,843,0,2163,11.3024930915556,0.616388659955556,26.223,3.7744,0.24891,20,5.885,5.305,4938,6027,22513,197674,333,3628.5,175.3,165.8,0,196.7,17.6,0,838.4,1545.6,NA,806.909973144531,5.21000003814697
"1772",1772,55560783010661,76.3,120.3,0,0,0,0,0,0,76.3,120.3,1193.62456678654,0,0,0,7,10,0,0,0,0,0,0,7,10,8,44.24647,-84.573604,1214,0,2164,14.7702513,0.573927596666667,22.54,3.2473,0.18464,20,4.585,3.995,5319,3651,1579,10314,27092,3112,1342.2,0,25.9,287.4,0,312,2331,4481.2,NA,794.679992675781,6.1100001335144
"1773",1773,55580675010661,0,0,0,110.4,0,11.5,0,0,0,121.9,0,742.405467933072,51.9697964720092,0,0,0,0,14,0,2,0,0,0,16,9,42.942426,-82.497481,607,0,2165,9.30140166785185,0.507143152792593,21.6086666666667,5.886,0.43216,20,6.95,6.3,6184,19608,108628,626736,0,556.4,55.2,10.8,0,10.8,25.6,76.8,2332,NA,504.4,885.52001953125,8.56999969482422
"1774",1774,55607959010661,39.8,169.5,0,0,0,0,0,0,39.8,169.5,1193.31040752118,0,0,0,5,23,0,0,0,0,0,0,5,23,11,46.747151,-87.953266,1369,0,2166,25.2534586442063,0.622613490109392,70.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854.440002441406,4.75
"1775",1775,55618418010661,0,128.8,0,140.6,0,120.7,0,0,0,390.1,939.147707864133,1626.38680880017,797.014202234097,0,0,15,0,12,0,15,0,0,0,42,NA,46.592618,-87.475265,706,0,2167,46.2092344959083,1.48935609517495,41.6746666666667,2.43720662983425,0.115019668508287,20,4.58,3.895,2015.22099447514,6110.4861878453,4397.03867403315,26162.4861878453,15680.2375690608,249.523756906077,1610.96187845304,48.507182320442,0,97.014364640884,0,195.953038674033,803.658563535912,11583.9613259668,NA,776.039978027344,5.61999988555908
"1776",1776,55625618010661,15.7,69.7,0,0,0,8,0,0,15.7,77.7,525.156481955704,0,50.2654824574367,0,2,8,0,0,0,1,0,0,2,9,10,46.29157,-86.606445,871,0,2168,11.0535350767407,0.340275739733333,21.3546666666667,4.1439,0.127,20,4.215,3.635,6000,2907,873,7031,17869,194,1806,0,9.7,324.7,9.7,305.5,3724,2659,NA,873.789978027344,5.3600001335144
"1777",1777,55633389010661,0,164.8,0,39.6,0,0,0,0,0,204.4,1160.9284412443,246.646439233335,0,0,0,20,0,5,0,0,0,0,0,25,NA,46.272768,-87.811412,1284,0,2169,18.8318440771971,0.87553455176636,70.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782.52001953125,4.57000017166138
"1778",1778,55648259010661,164.7,969.8,0,0,0,0,0,0,164.7,969.8,5999.29528703794,0,0,0,24,127,0,0,0,0,0,0,24,127,9,44.497584,-84.056928,1230,0,2170,19.2935354192593,0.554866181925926,28.9746666666667,4.6821,0.2283,20,4.255,3.55,2619,2835,1134,10098,39060,6336.9,2166.9,0,29.1,658.8,13.8,542.7,1578,1345.8,NA,780.52001953125,6.13000011444092
"1779",1779,55664688010661,0,14.6,0,23.8,0,0,0,0,0,38.4,89.3783109946296,112.626096631194,0,0,0,2,0,4,0,0,0,0,0,6,NA,46.193003,-87.297154,1040,0,2171,53.4980229825185,2.0865301101037,47.0086666666667,4.4493,0.21137,20,4.335,3.595,3055,3997,1759,9886,35348,0,2669.4,63.6,0,143.7,0,64.4,398.9,256,NA,831.640014648438,5.01000022888184
"1780",1780,55704351010661,0,98.8,0,153.3,0,48,0,0,0,300.1,853.586431943615,1033.98453609437,310.672097513495,0,0,11,0,20,0,6,0,0,0,37,NA,45.50584,-87.571884,920,0,2172,19.2268096937037,0.723730360842593,24.2121666666667,8.8059,0.43959,20,6.74,6.37,997,10409,108709,458306,0,3159.4,10.1,12.3,0,10.1,10.1,0,1050.1,NA,NA,758.510009765625,5.82000017166138
"1781",1781,55746762010661,37.9,171.3,0,7.7,0,33.8,0,0,37.9,212.8,1175.35620550592,46.5662571078347,183.594674675788,0,5,21,0,1,0,5,0,0,5,27,10,42.927215,-86.10827,614,0,2173,11.1593141066667,0.499833071111111,25.3975,6.1688,0.2897,20,4.59,3.995,4447,2845,1098,15528,30291,1779.3,1106.5,0,29.3,331.6,0,688.1,3516,8356.5,NA,910.919982910156,9.44999980926514
"1782",1782,55768852010661,0,23,0,0,0,0,0,0,0,23,104.756407033952,0,0,0,0,4,0,0,0,0,0,0,0,4,11,45.05875,-84.258297,1049,0,2174,10.4311706577778,0.460833264222222,25.3551666666667,2.4544,0.15224,20,5.075,4.41,462,4716,4110,61272,8968,4080.4,347.4,0,0,496,14.6,14.6,369.6,9479.2,NA,735.409973144531,6.30000019073486
"1783",1783,55781275010661,0,48.8,46.6,255.7,0,0,0,0,46.6,304.5,242.436705077524,1496.41126673952,0,0,0,8,7,36,0,0,0,0,7,44,9,44.419713,-84.797376,1144,0,2175,2.74163761777778,0.0741896746666667,50.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813.890014648438,6.26999998092651
"1784",1784,55784299010661,0,72.7,0,117.5,0,0,0,0,0,190.2,511.804713177947,1188.89646984289,0,0,0,9,0,12,0,0,0,0,0,21,NA,43.29213,-86.331679,602,0,2176,23.5673858094815,0.969348739733333,29.0593333333333,11.6833,0.49585,20,3.68,3.045,2087,4935,2923,9901,83540,92.3,2754.7,93.1,0,1912.8,28.4,392.1,1258.8,489.2,NA,856.940002441406,8.72999954223633
"1785",1785,55872450010661,60.3,183.8,71.8,282.2,0,0,0,0,132.1,466,1306.16426961976,2221.51441313295,0,0,7,21,6,31,0,0,0,0,13,52,12,46.914326,-89.130112,902,0,2177,28.935720254,1.292301211,30.2446666666667,3.5408,0.18076,20,4.39,3.65,2372,4868,15878,84902,38334,101.8,2639.2,34,0,913.2,0,45,746.8,351.4,NA,811.02001953125,5.6100001335144
"1786",1786,55874216010538,0,183.1,0,207.4,0,0,0,0,0,390.5,2738.04722325455,2372.24802865219,0,0,0,16,0,18,0,0,0,0,0,34,NA,43.810731,-71.470813,883,0,2178,40.9907169644445,1.73299668555556,28.89,6.8616,0.3707,20,4.625,4.2,1277,6189,1563,5172,28698,137.9,1341.9,28.6,5.1,293.3,5.1,194,3342,402.9,NA,1238.53002929688,6.23000001907349
"1787",1787,55880974010538,0,41.5,0,254.8,0,0,0,0,0,296.3,484.033034120213,2428.68674067393,0,0,0,3,0,24,0,0,0,0,0,27,NA,45.080517,-71.195704,2209,0,2181,37.2064936435556,1.93205366488889,28.5513333333333,8.847,0.4886,20,4.11,3.615,1824,5766,10564,168790,17606,303.6,3470.2,53.2,16.4,878.8,9.2,193.8,1740,226.6,NA,1305.35998535156,2.9300000667572
"1788",1788,55882006010538,0,46.9,0,79.6,0,0,0,0,0,126.5,254.476858922407,520.122079728326,0,0,0,7,0,10,0,0,0,0,0,17,NA,43.94747,-71.846721,1529,0,2182,16.7391910893333,0.966880346444445,26.5193333333333,7.0303,0.4718,20,5.105,4.635,2998,6432,4441,68684,14127,2073.1,1020.9,16,19.7,492.7,16,240.7,4601,1552.7,NA,1101.47998046875,5.96000003814697
"1789",1789,55890049010538,0,269,0,108,0,28.4,0,0,0,405.4,2506.80244200544,1232.06980688485,317.300858012569,0,0,27,0,12,0,2,0,0,0,41,NA,43.383546,-71.789789,639,0,2183,41.8796023035556,1.64726181666667,33.8006666666667,10.0269,0.4711,20,4.695,4.2,2733,10329,4661,31165,48350,313.2,5815.2,43.5,20.6,413.9,8.7,490.4,5031,420.3,NA,1195.38000488281,7.28999996185303
"1790",1790,55891924010538,0,74.9,0,305.8,0,16.2,0,0,0,396.9,545.718205873449,2073.78101859789,206.119894002026,0,0,9,0,38,0,1,0,0,0,48,NA,43.39594,-71.115131,601,0,2184,27.2682914536111,1.22932347046296,26.2018333333333,10.7135,0.5865,20,4.065,3.52,1741,9814,4889,20206,53448,247.1,5684.9,48.9,5.3,928.2,32.7,874.9,3467,649.8,NA,1176.56005859375,7.84999990463257
"1791",1791,55897352010661,0,21.8,240,415.4,0,0,0,0,240,437.2,186.767683255913,4357.13768311676,0,0,0,2,18,34,0,0,0,0,18,36,11,46.665095,-89.571467,1602,0,2185,13.1806635317037,0.732118491727778,26.3711666666667,4.4946,0.29372,20,4.325,3.71,844,11234,9692,69742,61486,1329,2676.6,68.6,280,997.4,33.8,93,1002.6,1990.4,NA,950.440002441406,4.32999992370605
"1792",1792,55902086010538,0,77.9,0,150.8,0,0,0,0,0,228.7,513.831040439513,1282.88506805666,0,0,0,10,0,16,0,0,0,0,0,26,NA,43.899221,-71.935869,2112,0,2186,21.7654578647604,NA,27.7046666666667,10.6271414364641,0.60420408839779,20,4.28,4.005,1188.13812154696,8833.55248618785,2931.99447513812,15270.2541436464,49714.408839779,1186.75138121547,2423.39613259669,63.085635359116,0,329.785082872928,10.6,210.971270718232,4488.62651933702,373.88453038674,NA,1097.30004882812,6.09000015258789
"1793",1793,55905045010538,0,283.8,0,0,0,0,0,0,0,283.8,2014.12217410622,0,0,0,0,35,0,0,0,0,0,0,0,35,NA,43.934648,-71.485345,2860,0,2187,30.7983157519992,NA,23.3773333333333,5.11356077348066,0.197059171270718,10,3.41,2.94,364.569060773481,3453.81215469613,1151.27071823204,8711.2817679558,12126.7182320442,95.939226519337,1713.47458563536,1.91878453038674,0,188.040883977901,3.83756906077348,427.888950276243,968.986187845304,282.061325966851,NA,1500.55004882812,4.30999994277954
"1794",1794,55907241010538,0,79.5,0,86.1,0,10.9,0,0,0,176.5,721.741642254085,557.310682765195,46.6919208139783,0,0,7,0,11,0,2,0,0,0,20,NA,44.126834,-72.004375,817,0,2188,14.6250964811111,NA,29.398,9.0486,0.54739,20,5.35,4.895,2156,11576,32277,334918,2779,2593.5,368.6,39.2,0,392.6,19.6,55,1840.4,4314.1,NA,964.97998046875,6.03999996185303
"1795",1795,55909358010538,0,188.1,0,92.2,0,0,0,0,0,280.3,1315.6283174887,707.769408927245,0,0,0,24,0,11,0,0,0,0,0,35,NA,42.885499,-71.955537,754,0,2189,14.30081233,NA,31.0066666666667,6.1402,0.33396,20,4.66,4.305,1016,11490,1548,6888,29254,3571.8,560.6,16,0,323.2,8,202.8,6562.6,13931,NA,1220.75,7.59999990463257
"1796",1796,55915470010538,0,209.3,0,98.7,0,0,0,0,0,308,2125.84506284951,880.062204031743,0,0,0,19,0,10,0,0,0,0,0,29,NA,42.011198,-72.876923,972,0,2190,23.2935822305556,1.00101797606482,27.9798333333333,4.2009,0.23301,20,4.485,4.105,1416,5832,1500,5349,41088,383.7,1544.1,19.8,0,414.9,0,369.3,8875.2,862.5,NA,1264.4599609375,8.32999992370605
"1797",1797,55917773010538,0,101.1,0,22.4,0,28.3,0,0,0,151.8,990.803345070783,135.983838010634,314.701190091724,0,0,9,0,3,0,2,0,0,0,14,NA,41.421851,-72.338702,153,0,2191,11.803051723,0.5556006316,25.3763333333333,3.7936,0.22624,20,4.66,4.295,416,5368,1096,2480,24856,381.6,1534.4,27.2,0,164.8,0,204,3308,25013.6,NA,1273.63000488281,10.210000038147
"1798",1798,55918691010538,0,195.1,0,182.8,0,0,0,0,0,377.9,1505.42763765533,1952.95536514083,0,0,0,22,0,15,0,0,0,0,0,37,NA,41.824574,-72.370874,758,0,2192,15.3699395142222,0.869747688533334,21.778,12.418,0.76473,20,4.545,4.115,972,11271,4865,32267,49539,5405.6,329,32.1,0,160.5,5.3,262.4,4254.1,1419.1,NA,1256.58996582031,8.89000034332275
"1799",1799,55920545010538,0,85.9,0,55,0,0,0,0,0,140.9,923.180563202263,607.332691791979,0,0,0,7,0,5,0,0,0,0,0,12,NA,41.877019,-72.872146,622,0,2193,17.8639005965,0.852657747277778,22.1378333333333,8.3895,0.51765,20,4.805,4.405,952,15827,9163,63427,29869,9139.2,59.5,0,0,618.8,23.8,35.7,5140.8,8532.3,NA,1279.16003417969,9.07999992370605
"1800",1800,55922104010538,0,194.4,0,18.9,0,0,0,0,0,213.3,2049.52792331218,95.6065184303714,0,0,0,17,0,3,0,0,0,0,0,20,NA,41.463528,-72.497239,127,0,2195,37.2955861197222,1.35043603518519,23.5348333333333,4.1603,0.1623,20,4.42,4.055,1147,3089,1685,3984,54864,356,3235.8,0,0,150.4,11.9,622.6,7796.2,3419.2,NA,1337.68005371094,9.98999977111816
"1801",1801,55922533010538,0,190.3,0,10.7,0,0,0,0,0,201,1927.79906196721,89.9202357273738,0,0,0,17,0,1,0,0,0,0,0,18,NA,41.422949,-73.168346,556,0,2196,55.2588809606667,2.50678365451852,22.4553333333333,4.4727,0.2278,20,4.52,4.24,1088,3791,646,1530,41786,884,671.5,0,0,198.9,10.2,137.7,13858.4,2269.5,NA,1308.97998046875,9.6899995803833
"1802",1802,55926112010538,0,14.3,0,343.4,0,0,0,0,0,357.7,160.606070433144,2581.60376308741,0,0,0,1,0,40,0,0,0,0,0,41,NA,41.656023,-70.878023,41,0,2197,28.591713913625,NA,25.9055,16.208,0.77622,20,4.495,4,2869,7274,3119,5183,80462,31.2,5494.9,74.7,0,527.5,7.7,362.3,4825,971.3,NA,1301.83996582031,10.5100002288818
"1803",1803,55931179010538,0,221.5,0,153.8,0,0,0,0,0,375.3,1866.0039344711,906.710763715818,0,0,0,22,0,22,0,0,0,0,0,44,NA,42.065605,-70.889962,116,0,2198,22.606681168,NA,35.0706666666667,6.6756,0.29358,20,4.165,3.765,1761,4808,1271,273,107086,27.3,1975.7,18.2,0,9.1,0,344.9,1232.5,1421.2,NA,1264.34997558594,10.0799999237061
"1804",1804,55931975010538,0,210.3,0,36.9,0,0,0,0,0,247.2,2227.69549667889,271.645662774275,0,0,0,16,0,4,0,0,0,0,0,20,NA,42.471572,-71.917978,1139,0,2199,13.7875540346296,NA,27.1543333333333,8.1724,0.35384,20,4.495,4.14,1002,4018,1090,5522,59812,0,3547.4,33.4,0,210.2,10.8,314.2,7635.6,248.6,NA,1262.86999511719,7.90999984741211
"1805",1805,55936017010538,0,317,0,13.4,0,0,0,0,0,330.4,2465.64757824341,72.4137106652447,0,0,0,36,0,2,0,0,0,0,0,38,NA,42.772923,-70.909389,77,0,2200,29.09981864,1.35548744,28.001,5.1966,0.2825,20,4.455,4.205,804,5627,1297,1012,33885,562.8,696.4,0,0,104.9,5.7,255.1,4411.4,NA,NA,1250.05004882812,9.23999977111816
"1806",1806,55938761010538,0,218,0,15.9,0,0,0,0,0,233.9,2225.78697914183,108.706959795841,0,0,0,21,0,2,0,0,0,0,0,23,NA,42.304911,-72.578818,579,0,2201,34.410868842,1.267241012,31.2395,4.2396,0.2086,20,4.6,4.295,427,5346,805,3131,20259,745.4,816.6,90.3,0,161,0,84.5,4540.4,NA,NA,1172.7900390625,8.93000030517578
"1807",1807,55942067010538,0,103.3,0,28.6,0,0,0,0,0,131.9,1253.99026962527,165.483393027842,0,0,0,7,0,4,0,0,0,0,0,11,NA,42.329574,-71.891911,1008,0,2202,36.543693784,1.355351968,29.144,9.5216,0.4026,20,4.495,4.225,1302,8904,2542,3040,70072,250.4,6226,0,0,326,0,496,13101.2,NA,NA,1274.60998535156,8.63000011444092
"1808",1808,55942136010538,0,149.1,0,209.1,0,0,0,0,0,358.2,1124.96505934234,1937.99353012811,0,0,0,18,0,19,0,0,0,0,0,37,NA,42.44413,-72.24421,879,0,2203,43.2847041040516,1.89379582282689,22.4765,18.5067712707182,0.907353591160221,20,4.07,3.56,1960.97790055249,8760.45303867403,6890.82872928177,27723.3149171271,88761.5966850829,459.601657458564,9243.36298342541,8,0,491.158011049724,0,475.849723756906,3068.57955801105,NA,NA,1213.38000488281,7.98000001907349
"1809",1809,55942746010661,65.9,67.9,177.2,135.6,0,0,0,0,243.1,203.5,917.290076976782,1754.21821387474,0,0,4,4,16,10,0,0,0,0,20,14,5,39.216336,-86.170182,601,0,2204,6.55133322,0.603748319466667,23.2596666666667,3.743,0.426,20,4.83,4.17,4328,19966,18501,61222,60611,14942.1,194.6,150,164.2,599,15.2,463.7,7455,378,NA,1190.06994628906,11.7399997711182
"1810",1810,55945500010538,0,186,0,86.1,0,0,0,0,0,272.1,1956.36399316997,785.908672203657,0,0,0,15,0,8,0,0,0,0,0,23,NA,41.921636,-71.540177,317,0,2205,29.5361272782222,1.55209045096296,22.6246666666667,9.7982,0.7,20,4.39,3.94,7306,18628,11582,54008,61438,4477,2020,15,0,924.2,21.2,485,5773.4,1929,NA,1275.81005859375,9.61999988555908
"1811",1811,55946618010538,0,119.8,0,25.6,0,0,0,0,0,145.4,1299.11139411245,129.983396042278,0,0,0,11,0,4,0,0,0,0,0,15,NA,44.097594,-73.048741,2000,0,2206,11.743251137768,NA,24.7413333333333,4.39592928176796,0.332670165745856,20,3.675,3.17,0,12660.044198895,4494.47513812155,19868.8950276243,63366.2320441989,3958.20110497238,5167.59005524862,120.948066298343,20.1580110497238,0,0,2178.23314917127,1789.25966850829,22093.8099447514,NA,1264.91003417969,4.32000017166138
"1812",1812,55948332010538,0,244.9,0,84.2,0,0,0,0,0,329.1,2483.16981126881,693.270958830928,0,0,0,23,0,9,0,0,0,0,0,32,NA,42.860508,-72.962033,3000,0,2207,18.724559296,NA,27.0696666666667,8.4818,0.40309,20,3.74,3.38,385,5838,2966,3418,137499,248.7,7577.3,47.9,14.8,108.5,3.5,427.1,2785.4,841,NA,1584.43994140625,5.15000009536743
"1813",1813,55949217010538,0,178.9,0,35,0,0,0,0,0,213.9,1272.32146275896,194.857284338907,0,0,0,21,0,5,0,0,0,0,0,26,NA,44.577888,-72.060681,1079,0,2208,9.21168356240741,NA,22.9421666666667,5.6872,0.26475,20,5.655,5.325,1154,7642,1919,268636,14882,3760.3,565.8,20.7,0,0,6.9,62.1,5021.2,376.6,NA,1054.19995117188,5.28000020980835
"1814",1814,55951375010661,95.5,116.3,61.9,93.8,0,0,0,0,157.4,210.1,1098.13585808068,647.497953868124,0,0,10,11,8,12,0,0,0,0,18,23,5,38.270896,-86.580109,726,0,2209,12.5108733609259,0.711497243277778,27.3448333333333,4.1025,0.31245,20,4.705,4.165,2055,10380,7065,34620,37170,24165,61.5,132,37.5,468,10.5,147,4590,526.5,NA,1227.41003417969,12.5500001907349
"1815",1815,55952698010538,0,0,0,53,0,34.5,0,0,0,87.5,0,415.758371776073,248.256505468299,0,0,0,0,6,0,4,0,0,0,10,NA,44.971285,-73.103063,150,0,2210,11.8730957066667,NA,23.3866666666667,6.09,0.39798,20,5.58,5.24,0,6265,17122,187429,2152,1230.3,200.7,39.3,0,0,12.4,12.4,1527,7087.9,NA,1044.38000488281,6.98999977111816
"1816",1816,55953312010538,0,18.4,0,381.5,0,0,0,0,0,399.9,93.1953460687412,2411.11738375873,0,0,0,3,0,50,0,0,0,0,0,53,NA,44.762929,-72.582109,1243,0,2211,20.0669068355556,NA,27.112,8.6666,0.42677,20,4.04,3.69,166,6117,4270,3191,133090,387.6,10100.2,69.4,0,415,16.6,613.3,5271.3,187,NA,1328.91003417969,5.17000007629395
"1817",1817,55953614010538,0,335.4,0,19.3,0,0,0,0,0,354.7,3515.94483419155,159.035274106349,0,0,0,28,0,2,0,0,0,0,0,30,NA,44.18098,-72.356643,1200,0,2212,21.67082318,NA,25.715,6.8829,0.3958,20,4.725,4.395,0,8544,3623,26853,31566,1884.2,780.7,89.6,0,0,6.7,84.3,2733.4,407.5,NA,1258.55004882812,4.48000001907349
"1818",1818,55955392010661,0,0,0,52.9,0,0,0,0,0,52.9,0,397.969103375121,0,0,0,0,0,6,0,0,0,0,0,6,NA,43.140482,-85.848798,792,0,2213,7.16012941422222,0.453338116251852,22.4553333333333,4.8224,0.37008,20,5.19,4.65,4976,22992,27560,230680,6064,22662.4,87.2,120,0,1001.6,54.4,66.4,1735.2,3180.8,NA,932.080017089844,8.64000034332275
"1819",1819,55958436010538,0,408.9,0,6.8,0,0,0,0,0,415.7,3435.3237127188,36.316811075498,0,0,0,45,0,1,0,0,0,0,0,46,NA,43.079749,-72.445695,377,0,2214,12.069159837037,NA,26.5616666666667,3.8133,0.17858,20,4.58,4.255,0,3460,1732,3462,28933,3159.9,431.4,43.3,0,0,0,244.1,4382.1,17644.2,NA,1082.10998535156,7.96999979019165
"1820",1820,55959731010538,0,189.6,0,66.8,0,8.5,0,0,0,264.9,1638.96888737779,416.229610674112,56.7450173054656,0,0,20,0,9,0,1,0,0,0,30,NA,43.51562,-72.5036,1305,0,2215,15.31578202,NA,26.223,4.7383,0.28962,20,4.88,4.635,0,4278,1148,10782,17647,6293.5,59.3,11.1,0,0,11.1,0,13014,1398.5,NA,1126.78002929688,7.32999992370605
"1821",1821,55960071010661,107.7,408,0,0,0,0,0,0,107.7,408,3018.14377026698,0,0,0,9,52,0,0,0,0,0,0,9,52,11,42.818914,-86.194829,590,0,2216,17.1722905445926,0.660980352118518,28.9746666666667,2.1496,0.10392,20,4.785,4.31,5552,2142,458,1818,10322,0,1225.4,0,31,184.6,0,257.2,2430.8,6283,NA,904.890014648438,9.4399995803833
"1822",1822,55964309010661,0,44.3,0,200.8,0,0,0,0,0,245.1,542.623737109663,1760.3129036227,0,0,0,3,0,19,0,0,0,0,0,22,NA,38.368829,-85.892717,787,0,2217,17.6168491048148,0.935596708888889,27.1543333333333,4.0217,0.36263,20,4.785,4.235,2981,20143,12125,89969,33031,19921.4,92.7,52.4,56.4,487.7,12.1,249.8,4592,463.4,NA,1171.56005859375,12.6999998092651
"1823",1823,55965630010538,0,98.2,0,248,0,0,0,0,0,346.2,819.248824239878,1700.29277597587,0,0,0,10,0,30,0,0,0,0,0,40,NA,44.821741,-72.766154,873,0,2219,25.7739217430556,1.44983301388889,23.1115,7.978,0.6029,20,4.66,4.205,918,7804,5359,57803,43611,3741.8,1023.8,0,0,637.4,20.3,92.7,2547.9,2029.9,NA,1196.47998046875,5.90999984741211
"1824",1824,55966927010538,0,125.4,0,173.3,0,0,0,0,0,298.7,1088.87601373422,1606.58692110092,0,0,0,13,0,17,0,0,0,0,0,30,NA,44.150641,-72.354074,2150,0,2220,34.2403110528889,1.46307706103704,25.3763333333333,8.4048,0.4476,20,4.075,3.745,2112,5268,2416,8636,53632,1629.2,7244.4,40.8,0,361.6,14,307.6,3439.6,349.6,NA,1207.18994140625,4.6100001335144
"1825",1825,55967536010538,0,181,0,158.6,0,0,0,0,0,339.6,1624.14057005285,1717.76003112983,0,0,0,17,0,14,0,0,0,0,0,31,NA,43.986316,-72.682433,1674,0,2221,34.6971934,1.65179101,24.8895,5.413,0.408,20,4.38,4.2,1600,3615,1580,4265,39995,17087,206.5,0,0,163,19,112.5,18643,783.5,NA,1106.10998535156,5.48999977111816
"1826",1826,55968816010538,0,110.6,0,389.3,0,27.8,0,0,0,527.7,896.830454820278,3106.06909465933,303.886257381741,0,0,12,0,41,0,2,0,0,0,55,NA,44.83145,-72.059351,1180,0,2223,13.8341284093407,0.645994863577655,21.3546666666667,10.494153038674,0.552059116022099,20,6.12,5.715,1336.95027624309,10322.453038674,15594.8563535912,320386.35359116,46.4419889502762,2467.96850828729,34.4292817679558,0,0,20.0033149171271,6.56408839779006,0,2109.60386740332,NA,NA,1152.36999511719,4.67000007629395
"1827",1827,55970748010538,0,88.3,0,37.9,0,10.6,0,0,0,136.8,789.065972820514,311.653845217741,88.2473376393373,0,0,9,0,4,0,1,0,0,0,14,NA,43.689076,-73.371666,400,0,2224,13.3274382561667,0.891107310833333,22.4765,7.1084,0.6836,20,5.695,5.285,2690,7868,13952,583331,893,3508.5,75.9,0,0,5.3,17.3,0,1328.1,1255.7,NA,985.210021972656,7.82999992370605
"1828",1828,55970842010538,0,102.9,0,135.3,0,0,0,0,0,238.2,1480.1535247572,985.588301265824,0,0,0,7,0,17,0,0,0,0,0,24,NA,43.552966,-73.026744,740,0,2225,11.2685767565,0.800051117277778,21.0795,7.5145,0.687,20,6.56,6.055,1600,8840,79490,425400,0,2571,7,0,0,0,19.5,0,1415,NA,NA,1115.63000488281,7.3600001335144
"1829",1829,55972258010538,0,0,0,339.9,0,0,0,0,0,339.9,0,3043.20582566099,0,0,0,0,0,35,0,0,0,0,0,35,NA,44.41783,-72.378364,1556,0,2226,28.1557522553812,1.51368703413137,23.937,17.3408447513812,1.14894585635359,20,5.35,4.945,4530.63535911602,12614.6850828729,41338.4917127072,738672.740331492,1791.49171270718,15540.338121547,133.253038674033,0,0,555.220994475138,76.9917127071823,0,3469.01436464088,1585.69834254144,NA,1115.34997558594,5.26000022888184
"1830",1830,55973442010538,0,149.1,0,123,0,0,0,0,0,272.1,1539.10551090181,1222.5350731812,0,0,0,13,0,12,0,0,0,0,0,25,NA,43.144934,-72.644257,1572,0,2227,22.6774186139259,1.03302169822222,25.3763333333333,6.2377,0.4126,20,4.515,4.155,1435,4821,2502,11736,31055,9159,388.6,6.3,0,356.9,6.3,6.3,3796.5,1927.3,NA,1270.83996582031,6.34000015258789
"1831",1831,55999411010661,0,145.9,0,151.1,0,0,0,0,0,297,1335.6716786186,1218.06615763147,0,0,0,14,0,17,0,0,0,0,0,31,NA,38.739944,-86.377949,546,0,2230,4.33562677214815,0.239834043703704,4.40266666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1186.35998535156,12.2600002288818
"1832",1832,56015913010661,15.4,76.3,59.8,294.9,0,7.2,0,0,75.2,378.4,560.090992263622,2302.88951684256,40.7150407905237,0,2,9,7,34,0,1,0,0,9,44,11,43.141334,-84.32224,682,0,2231,13.5367572433333,0.855186611222222,21.778,12.4446,0.81039,20,6.7,6.28,3024,12579,133854,620739,0,174.3,115.5,0,0,33.6,33.6,0,1772.4,NA,NA,831.429992675781,8.60999965667725
"1833",1833,56037155010661,73.7,76.4,163.5,171.3,0,0,0,0,237.2,247.7,1623.22950818331,1692.9021792583,0,0,4,4,17,17,0,0,0,0,21,21,5,40.251071,-85.151313,981,0,2232,14.707458670037,1.02844842885741,27.3448333333333,6.3888,0.53472,20,4.775,4.255,2748,15216,42348,166656,32004,7380,600,154.8,24,626.4,34.8,386.4,2352,1579.2,NA,998.150024414062,10.460000038147
