"","PLT_CN","PREVDIA.EM","DIA.EM","PREVDIA.AM","DIA.AM","PREVDIA.EITHER","DIA.EITHER","PREVDIA.OTHER","DIA.OTHER","PREVDIA.TOT","DIA.TOT","PREVSTEM.EM","STEM.EM","PREVSTEM.AM","STEM.AM","PREVSTEM.EITHER","STEM.EITHER","PREVSTEM.OTHER","STEM.OTHER","PREVSTEM.TOT","STEM.TOT","REMPER","prevTPA","TPA","latitude","longitude","elevation","X","C.storage","N.storage","depth","m.C.storage","m.N.storage","m.depth","pH_H2O","pH_CaCl2","m.Na.storage","m.K.storage","m.Mg.storage","m.Ca.storage","m.Al.storage","m.Mn.storage","m.Fe.storage","m.Ni.storage","m.Cu.storage","m.Zn.storage","m.Cd.storage","m.Pb.storage","m.S.storage","m.BrayP.storage","m.OlsenP.storage","map","mat"
"1","20024946010478",0,0,20.2,32.5,0,0,0,0,20.2,32.5,0,0,3,5,0,0,0,0,3,5,3.4,18.054138,30.09023,29.937678,-94.54186,50,565,3.14267376,0.2186319688,20.1905,3.0783,0.21751,20,5.145,4.465,7835.5,10081.5,24819,274100.4,5586.3,597.2,1039.1,0,0,115.8,14.1,531.6,1083.5,780.4,NA,1470.60998535156,20.2600002288818
"2","20219125010478",21.27,25.1,0,0,0,0,0,0,21.27,25.1,3,3,0,0,0,0,0,0,3,3,9.2,0,0,28.353406,-81.182144,60,608,13.7655139448148,0.793777551911111,34.5838333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1240.34997558594,22.4300003051758
"3","20223779010478",44.6,48.15,53.1,55.34,0,0,0,0,97.7,103.49,5,5,7,7,0,0,0,0,12,12,9.2,0,0,28.957754,-80.931322,0,614,3.3843981386372,0.214382557137712,25.5456666666667,2.97268784530387,0.186434861878453,20,4.515,3.8,1076.67955801105,1041.96685082873,3461.65193370166,19805.1491712707,2859.57458563536,33.575138121547,453.833149171271,73.3149171270718,0,33.575138121547,44.7668508287293,58.6519337016575,1048.49116022099,285.957458563536,NA,1300.5400390625,21.7700004577637
"4","20235963010478",26.3,30.14,0,0,0,0,0,0,26.3,30.14,3,3,0,0,0,0,0,0,3,3,8.5,0,0,29.107763,-82.323619,120,634,1.82035804444444,0.0162857391666667,20.4021666666667,1.0201,0,20,4.85,4.245,298,0,742,4750,9141,248.6,2252.1,33.3,0,26,104,192.8,1505.1,2852.4,NA,1313.2900390625,21.1599998474121
"5","20242517010478",16.8,25.1,0,0,0,0,0,0,16.8,25.1,3,3,0,0,0,0,0,0,3,3,8.6,0,0,30.364438,-81.849022,80,636,4.45695166222222,0.0951422832592593,20.3386666666667,3.4515,0.0663,20,3.97,3.215,2743,1976,5343,21372,3926,293.8,378.3,71.5,39,88.4,42.9,198.9,1693.9,696.8,NA,1311.93994140625,20.5
"6","20248419010478",76.65,82.6,0,0,0,0,0,0,76.65,82.6,5,5,0,0,0,0,0,0,5,5,8.1,0,0,27.544667,-81.220934,50,638,5.50844001611111,0.146652264,20.4445,4.0464,0.0912,20,3.745,3.005,2034,1824,3702,8172,6576,176.4,1402.2,22.8,0,208.8,0,270,1095.6,547.8,NA,1222.64001464844,22.6399993896484
"7","20260044010478",104.6,108.9,0,0,0,0,0,0,104.6,108.9,7,7,0,0,0,0,0,0,7,7,8.3,0,0,28.802947,-82.441381,90,644,3.02326138,0.026784808,20.381,1.506,0,20,4.88,4.245,2805,0,2073,6828,12330,346.8,1973.4,0,11.1,25.5,0,0,1485.9,4031.7,NA,1327.64001464844,21.4899997711182
"8","20634870010478",165.1,172.2,116.8,130,8,8,0,0,289.9,310.2,14,14,15,16,1,1,0,0,30,31,6,180.54138,174.523334,35.125854,-86.027752,1040,652,7.85198327889503,0.490108339553131,22.4765,7.59264419889503,0.477262541436464,20,6.7,6.45,2189.72375690608,38781.6574585635,247131.580110497,756830.232044199,293.580110497238,544.220994475138,132.496132596685,53.1524861878453,0,11.8972375690608,88.8729281767956,0,1336.03093922652,NA,550.583425414365,1450.18005371094,14.4099998474121
"9","20634989010478",185.1,191.74,32,34.87,0,0,33.7,34.4,250.8,261.01,18,18,6,6,0,0,5,5,29,29,5.4,168.505288,156.469196,36.107582,-83.636934,900,653,0.216155693333333,0.00722028866666667,4.52966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133.86999511719,14.5699996948242
"10","20635049010478",91.8,95.2,88.7,92.42,0,0,0,0,180.5,187.62,9,9,8,8,0,0,0,0,17,17,5.6,102.306782,96.288736,36.144769,-82.860695,1600,654,4.5636937,0.242603509,21.27,4.3601,0.23434,20,5.865,5.25,206,9390,18144,108846,857,5307.5,79.1,19.5,0,81.3,30.4,145.3,1297.6,941.3,NA,1109.36999511719,13.6899995803833
"11","20635421010478",191.5,204.84,112.8,154.7,0,0,0,0,304.3,359.54,21,21,12,17,0,0,0,0,33,38,5.4,192.577472,174.523334,35.080648,-84.990173,910,656,2.53383642,0.2299889498,20.1693333333333,2.5193,0.2294,20,4.79,4.305,1327,7766,12477,128516,34587,31166.1,622.5,42,14.8,172.8,14.8,160.4,2937.2,1195.8,NA,1325.40002441406,15.2600002288818
"12","20635486010478",167.6,189.2,40.9,43.3,0,0,0,0,208.5,232.5,17,18,3,3,0,0,0,0,20,21,5.8,120.36092,126.378966,36.417018,-84.281996,1740,657,3.80163215392265,2.19107000827735,24.318,3.48784309392265,2.17244690607735,20,4.645,4.255,640.303867403315,12170.7016574586,12802.2044198895,93705.4143646409,36343.8508287293,8265.19944751381,810.676243093923,21.0149171270718,14.5027624309392,227.608839779006,35.024861878453,114.54364640884,3408.67679558011,466.270718232044,NA,1436.16003417969,13.1800003051758
"13","20635653010478",212.9,232.27,65.2,74.02,0,0,0,0,278.1,306.29,24,24,10,11,0,0,0,0,34,35,7.3,198.595518,180.54138,35.430736,-88.726934,460,660,2.86026133287293,0.167116412127072,23.175,2.26288508287293,0.142454917127072,20,4.745,4.115,941.403314917127,13979.0276243094,22187.9005524862,34761.591160221,44845.1491712707,8853.65635359116,637.205524861878,0,0,440.944751381215,42.6066298342541,605.149171270718,7415.57900552486,473.001104972376,NA,1387.32995605469,15.210000038147
"14","20635971010478",130.5,139.75,41.2,48.5,0,0,0,0,171.7,188.25,12,12,7,7,0,0,0,0,19,19,6.9,114.342874,108.324828,35.780912,-88.090247,440,661,4.46358745835073,0.261050976960589,24.7413333333333,3.07735856353591,0.206936243093923,20,4.575,4.025,909.513812154696,12510.8011049724,4568.44751381215,21021.3425414365,37733.9171270718,3149.70607734807,1491.25580110497,0,0,242.990607734807,0,333.941988950276,2688.77900552486,533.908287292818,NA,1365.18994140625,14.8500003814697
"15","20635999010478",62.2,66.2,215.6,235.27,0,0,11.3,11.7,289.1,313.17,7,7,24,24,0,0,2,2,33,33,6.3,198.595518,168.505288,35.9966,-85.740208,860,662,5.77087301111111,0.528909464444444,20.635,5.6171,0.5212,20,6.52,6.195,903,17323,46311,402929,205,3806.1,70.3,24.4,0,12.2,48.8,12.2,2568.4,NA,2193.6,1339.38000488281,14.3299999237061
"16","20636283010478",58.8,64.7,26.2,29.3,0,0,0,0,85,94,5,5,3,3,0,0,0,0,8,8,5.5,48.144368,48.144368,36.476903,-82.710942,1540,664,8.03704046654696,0.772502657028315,21.8838333333333,7.83793812154696,0.763263867403315,20,7.695,7.305,2172.78453038674,29234.5193370166,25709.5635359116,1491425.20994475,1757.90055248619,1105.14972375691,883.449723756906,0,0,0,0,128.886740331492,2104.98121546961,NA,1424.3182320442,1108.68994140625,13.1499996185303
"17","20636507010478",0,9.4,14.3,27.6,0,0,0,0,14.3,37,0,1,4,4,0,0,0,0,4,5,6.9,0,30.09023,35.697086,-87.566283,810,665,4.07840077666667,0.323444458233333,25.7785,3.6751,0.30508,20,5.145,4.89,732,10023,18722,136883,6251,11734,181.7,0,0,125.6,61.8,101.4,1634.3,1362.6,NA,1389.67004394531,14.5100002288818
"18","20636994010478",26.3,26.6,381.4,420,0,0,0,0,407.7,446.6,2,2,44,47,0,0,0,0,46,49,7.2,270.81207,270.81207,35.210908,-88.570283,480,666,3.44411823224882,0.33250169207745,22.1378333333333,3.00562486187845,0.309604309392265,20,5.225,4.525,1112.50828729282,15945.5359116022,39924.9723756906,69797.8232044199,13568.1712707182,39880.2585635359,748.008287292818,40.9966850828729,0,474.260773480663,24.3,72.9,5536.57016574586,110.095027624309,NA,1431.51000976562,15.3299999237061
"19","20637167010478",6.6,7.1,118.2,133.1,0,0,0,0,124.8,140.2,1,1,18,20,0,0,0,0,19,21,6.3,114.342874,120.36092,35.518695,-86.676992,730,667,0.804081214814815,0.0451208196444444,2.62466666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372.93994140625,14.6800003051758
"20","20637391010478",27.7,30.1,199.4,220.2,0,0,0,0,227.1,250.3,2,2,17,17,0,0,0,0,19,19,5.8,108.324828,114.342874,36.200421,-84.554649,2790,669,6.92055999214549,0.416470561499908,10.9948333333333,6.16624751381216,0.385879337016575,10,4.46,3.93,521.458563535912,9125.52486187845,13297.1933701657,29332.044198895,29332.044198895,13310.2298342541,534.495027624309,195.546961325967,0,743.078453038674,26.0729281767956,130.364640883978,2450.85524861879,365.020994475138,NA,1585.92004394531,11.4899997711182
"21","20637529010478",130.4,141.8,21.7,63.6,0,0,18,25.9,170.1,231.3,13,13,4,10,0,0,3,4,20,27,6.8,114.342874,162.487242,35.784715,-87.920918,540,670,6.7695504,0.413824016,23.429,6.252,0.39236,20,5.145,4.645,483,13355,9735,63961,7859,19322.2,174.5,0,0,200.2,49.6,111.4,3076.5,2899.3,NA,1344.38000488281,14.6999998092651
"22","20637537010478",189.5,214.3,127.9,152.41,0,0,0,0,317.4,366.71,19,20,11,14,0,0,0,0,30,34,6.1,180.54138,198.595518,36.549368,-85.201869,980,671,3.72242330666667,0.209272832533333,21.524,2.5699,0.15022,20,4.62,4.47,241,6276,7095,43241,5640,5648.4,98.3,42.3,0,80,13.5,38.4,1452.2,508.9,NA,1307.72998046875,13.8599996566772
"23","20637604010478",213.9,225.16,0,0,0,0,23.8,29.6,237.7,254.76,22,22,0,0,0,0,4,5,26,27,6.1,156.469196,102.306782,36.165254,-85.62967,1060,672,4.12611737333333,0.177017106933333,10.762,2.5935,0.11648,10,4.26,4.01,364,3094,546,2548,17199,946.4,800.8,18.2,0,81.9,9.1,54.6,2184,282.1,NA,1388.11999511719,13.8900003433228
"24","20638245010478",23.8,26.7,157.6,177.4,0,0,14.1,14.8,195.5,218.9,3,3,19,21,0,0,2,2,24,26,5.4,144.433104,162.487242,36.324721,-83.970446,1390,674,4.63817447407407,0.266605219259259,22.8786666666667,4.3758,0.25542,20,5.145,4.56,318,10266,5082,56760,11034,17421.6,217.2,0,0,150.6,15,226.8,5610.6,960.6,NA,1271.11999511719,13.5600004196167
"25","20643803010478",224.7,251.2,32.8,33.8,0,0,21.2,21.32,278.7,306.32,22,24,4,4,0,0,3,3,29,31,6.3,180.54138,162.487242,35.041849,-87.770451,910,678,5.17396383518519,0.251950529814815,20.2963333333333,4.3603,0.2217,20,4.865,4.2,757,11280,2428,3234,43302,9692.9,569.8,0,0,0,0,248.2,5212.4,673.8,NA,1501.71997070312,14.8699998855591
"26","20644103010478",0,0,101.8,165.75,0,0,0,0,101.8,165.75,0,0,16,23,0,0,0,0,16,23,5.4,96.288736,132.397012,36.151586,-86.288036,460,679,3.4058911,0.325344624,20.0211666666667,3.3628,0.3234,20,5.915,5.23,3226,18458,24059,274498,1812,11616.4,185.9,25,0,57.8,28.9,32.8,1964.5,7418.2,NA,1300.05004882812,14.5500001907349
"27","20650090010478",150.7,164.1,62.1,72.7,0,0,11,22.6,223.8,259.4,16,16,5,6,0,0,2,4,23,26,6.1,138.415058,156.469196,35.500182,-87.484456,910,683,3.54118086333333,0.154114385333333,20.4445,3.0957,0.1374,20,5.14,4.4,1440,7155,1989,4950,16332,5972.7,294,28.5,30,83.7,57,91.8,2751.9,884.7,NA,1427.76000976562,14.5900001525879
"28","20650118010478",15.5,17.7,171.7,223.84,0,0,0,0,187.2,241.54,2,2,28,34,0,0,0,0,30,36,5.6,174.523334,204.613564,35.153952,-86.400487,840,684,5.36564855285451,0.436153809510129,20.508,5.24895248618785,0.431472928176796,20,6.295,5.75,7201.13812154696,27958.0994475138,25920.9171270718,1001981.29281768,4608.65193370166,8205.16574585635,2179.89723756906,97.8530386740332,0,0,12.6530386740332,75.9182320441989,1913.03093922652,NA,3079.69281767956,1446.93994140625,14.8699998855591
"29","20650675010478",208.3,219,45.1,47.9,0,0,0,0,253.4,266.9,15,15,6,6,0,0,0,0,21,21,4.4,126.378966,126.378966,35.350605,-84.199052,1550,686,4.65487535,0.320819145,20.5503333333333,3.8742,0.2921,20,4.95,4.255,818,9039,3762,2818,22162,9803,185,0,20.9,0,0,57.8,5183.9,375.7,NA,1448.18005371094,13.8800001144409
"30","20651134010478",96.6,101.3,177.1,196.5,0,0,12.3,12.5,286,310.3,12,12,21,22,0,0,2,2,35,36,5.4,210.63161,216.649656,36.077155,-85.417609,1770,688,4.26824424444445,0.289708501111111,20.3175,4.0356,0.2787,20,6.295,5.705,2163,15551,11558,179671,2558,4330.3,637,0,0,20.5,35.8,0,1418.6,NA,NA,1420.78002929688,13.3100004196167
"31","20651415010478",76.7,82.7,141.3,176.8,0,0,0,0,218,259.5,8,8,15,18,0,0,0,0,23,26,5,138.415058,144.433104,36.327694,-84.392862,1590,689,8.94744466666667,0.839112221296296,20.3598333333333,8.353,0.818,20,5.415,5.23,1802,38520,31808,378640,1152,13027.8,232.4,141,0,44.4,5.8,9,2141.4,1213.4,NA,1403.92004394531,12.8999996185303
"32","20652128010478",194.5,207.6,42.9,53.3,0,0,0,0,237.4,260.9,17,18,6,7,0,0,0,0,23,25,5.5,132.397012,150.45115,35.551717,-86.55955,720,692,4.08830574583333,0.258357153333333,20.2116666666667,3.9238,0.2515,20,5.225,4.53,4330,11455,11797,208937,41097,10912.2,350.5,84.1,14.8,0,36.6,331,4800,873.7,NA,1377.56994628906,14.7399997711182
"33","20652181010478",104.4,115.1,121.2,140.31,0,0,9.6,10.6,235.2,266.01,11,11,18,19,0,0,1,1,30,31,6.3,174.523334,162.487242,35.963609,-88.089447,440,693,2.73111806666667,0.15564052,20.2116666666667,2.5146,0.1464,20,4.98,4.445,606,8436,9012,52794,14106,18951.6,224.4,150,13.8,0,0,124.2,1938,391.8,NA,1315.73999023438,14.8500003814697
"34","20652279010478",197.6,207.6,115.1,124.2,0,0,5.2,5.9,317.9,337.7,22,22,14,15,0,0,1,1,37,38,4.6,216.649656,228.685748,35.659553,-83.774093,1540,695,4.11237568518519,0.250276274074074,20.5291666666667,3.5595,0.2275,20,5.04,4.37,2500,15460,2145,13110,25875,2562.5,808,35.5,13,41.5,0,142,6356.5,272.5,NA,1395.16003417969,14.0100002288818
"35","20652582010478",111.9,126.6,63.2,67.5,0,0,0,0,175.1,194.1,10,11,5,5,0,0,0,0,15,16,4.7,90.27069,96.288736,36.31817,-82.052131,2110,698,8.02803975,0.33093955,22.1166666666667,7.7354,0.3193,20,4.485,3.89,1015,19790,5701,10462,62699,427.9,3452.3,196.4,6.8,0,13.6,617.5,5302.2,1291.7,NA,1215.90002441406,12.1899995803833
"36","20653420010478",99.9,106.5,60.9,77.1,0,0,0,0,160.8,183.6,8,8,8,10,0,0,0,0,16,18,4.9,96.288736,108.324828,35.074816,-85.969273,1560,701,5.19653845333333,0.325549508740741,20.2963333333333,4.8948,0.3144,20,7.24,6.81,3968,25512,18188,505020,612,1319.6,244.8,137.2,0,0,9.6,145.2,1204.4,NA,570.4,1532.81994628906,13.9200000762939
"37","20653963010478",204.5,217,35.9,37.7,0,0,0,0,240.4,254.7,15,16,5,5,0,0,0,0,20,21,6.7,120.36092,120.36092,35.340462,-88.886752,460,702,2.6724192675,0.124828311,20.8043333333333,2.2668,0.1071,20,4.605,3.955,2574,11154,17195,4668,75288,2076.2,3553.9,23.8,33.4,126.3,16.7,388.5,7468.8,316.7,NA,1388.41003417969,15.4499998092651
"38","20654108010478",109,113.8,64.3,66.3,0,0,0,0,173.3,180.1,13,13,9,9,0,0,0,0,22,22,4.6,126.378966,132.397012,36.446591,-82.946444,1700,704,6.20403504740741,0.519702321925926,20.5926666666667,5.9684,0.5085,20,4.79,4.37,3373,28416,37158,285541,38253,12634.6,751.5,69,41.4,55.2,0,359.7,3822.1,1144.6,NA,1092.93005371094,13.9899997711182
"39","22330789010478",73,116.8,96,113.9,0,0,27.2,26.8,196.2,257.5,9,15,13,15,0,0,3,3,25,33,5,150.45115,180.54138,33.318236,-85.824894,1190,707,4.51502902,0.1806089393,22.5611666666667,4.1914,0.17096,20,4.52,4.095,628,6870,4388,19846,23826,2360.8,1780.8,0,0,743,42.6,157,6813.4,652.6,NA,1482.60998535156,15.5600004196167
"40","22331054010478",247.4,264.9,29.8,30,0,0,0,0,277.2,294.9,23,25,3,3,0,0,0,0,26,28,3.9,156.469196,168.505288,34.643733,-88.020512,580,709,3.59632926444444,0.204545014344444,23.683,3.1,0.18032,20,4.585,3.89,662,7036,6590,77242,32792,8039.6,1459.4,61.6,0,371,0,390,2062,768.2,NA,1479.57995605469,15.7600002288818
"41","22331729010478",28,31.8,156.2,174.5,0,0,0,0,184.2,206.3,2,2,18,20,0,0,0,0,20,22,4.1,120.36092,126.378966,32.211973,-87.252492,90,712,0.36180522,0.012060174,0.719666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1339.30004882812,17.9599990844727
"42","22332901010478",209.7,234.7,22.1,22.7,0,0,0,0,231.8,257.4,24,26,2,2,0,0,0,0,26,28,3.9,156.469196,162.487242,31.955456,-85.347655,350,719,3.76237264555556,0.0907905238888889,20.2328333333333,2.4705,0.0588,20,4.825,4.125,636,10446,17217,31704,27948,2581.2,2202.9,432.9,31.8,63.6,114.9,129.6,4744.8,1224,NA,1310.57995605469,18.1000003814697
"43","22332976010478",301.9,310.7,11.7,12,0,0,0,0,313.6,322.7,29,29,2,2,0,0,0,0,31,31,3.4,186.559426,174.523334,33.03206,-87.138351,470,720,3.53495549422222,0.108681378666667,20.6985,3.0104,0.0902,20,5.33,4.695,1446,3910,5518,40082,6234,5688,542,42.2,0,19,5.8,115.6,1227.4,532,NA,1415.33996582031,17.2800006866455
"44","22333682010478",56,69.6,125.5,132.3,0,0,0,0,181.5,201.9,5,6,16,16,0,0,0,0,21,22,6,126.378966,132.397012,31.600773,-87.651234,110,725,1.8605047962963,0.0648807941481482,20.2963333333333,1.6575,0.058,20,5.545,5.05,967,5948,8748,61512,2375,5836.5,216.6,95.9,0,11.6,49.5,46.4,1450.3,873.3,NA,1442.58996582031,18.1700000762939
"45","22334057010478",121.8,126.5,173.3,178.2,0,0,0,0,295.1,304.7,10,10,14,14,0,0,0,0,24,24,4.5,144.433104,132.397012,34.702555,-87.806791,600,727,7.29923320222222,0.606600904222222,20.254,7.1349,0.6001,20,6.265,5.83,4788,21395,30068,462671,1100,8768.8,409.7,385.7,0,0,26.8,0,2081.6,NA,NA,1460.47998046875,15.9499998092651
"46","22334235010478",168.8,189.45,25.5,28,0,0,5.5,5.7,199.8,223.15,20,20,3,3,0,0,1,1,24,24,4.5,144.433104,132.397012,32.82808,-86.186285,580,729,6.08823886666667,0.366079829333333,20.254,5.5148,0.3434,20,4.875,4.415,4404,57982,49656,82430,21340,1825.5,2002.5,136.9,14.3,129.8,0,383.1,9919.7,1002.6,NA,1414.2900390625,17.1299991607666
"47","22334461010478",110.6,124.1,90,102.7,0,0,0,0,200.6,226.8,12,12,10,11,0,0,0,0,22,23,4.8,132.397012,132.397012,31.638442,-86.326424,420,731,4.03607986833333,0.136362841583333,20.1481666666667,3.9186,0.132,20,5.155,4.595,2578,7786,15670,106924,8448,2244.2,1938,230,26.2,48.2,0,227.4,1407.4,1004,NA,1442.06994628906,18.3099994659424
"48","22335051010478",72,83.5,160.1,171.3,0,0,0,0,232.1,254.8,7,8,12,12,0,0,0,0,19,20,5.1,114.342874,120.36092,31.074764,-87.102474,60,733,0.34932366,0.018140553,0.5715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1690.92004394531,18.5499992370605
"49","22343385010478",100.6,114.9,61.6,63.3,0,0,5.4,5.7,167.6,183.9,9,11,8,8,0,0,1,1,18,20,3.1,108.324828,114.342874,34.385539,-88.032731,620,743,5.28325432,0.236260072166667,20.1905,5.0747,0.2262,20,5.23,4.67,1683,6130,6439,55918,13381,9407.8,384.8,54,0,21.7,0,46.3,2935.3,1478.1,NA,1485.78002929688,16
"50","22345107010478",41.7,86.1,0,0,0,0,0,0,41.7,86.1,7,10,0,0,0,0,0,0,7,10,4.3,42.126322,72.216552,31.040468,-88.404725,170,751,2.70746148444444,0.0121923386666667,20.2963333333333,2.1286,0,20,5.12,4.315,600,4136,2502,12152,9166,8463.2,246.4,106.6,0,13.4,0,279.6,1662.2,1057.6,NA,1609.7099609375,18.8600006103516
"51","22345699010478",114,119.5,177.7,190.4,0,0,0,0,291.7,309.9,9,9,19,20,0,0,0,0,28,29,4,162.487242,174.523334,33.627802,-86.758562,710,755,3.4373826768672,0.156152239775118,24.0428333333333,2.94501049723757,0.139807513812155,20,5.375,4.895,1048.62983425414,14529.2044198895,14969.9116022099,157869.723756906,5456.4364640884,10212.8066298343,1629.27679558011,0,0,1021.20718232044,0,30.3961325966851,3059.45524861878,483.291160220994,NA,1398.83996582031,16.6900005340576
"52","22346354010478",66.2,97.3,53.8,75.3,0,0,0,0,120,172.6,10,12,6,9,0,0,0,0,16,21,7,90.27069,126.378966,32.473544,-85.569464,460,759,3.90288837037037,0.158643654222222,26.2018333333333,3.4536,0.14538,20,4.705,4.295,534,2418,4116,33798,10632,2703.6,460.8,37.8,0,323.4,15.6,144,3417.6,955.2,NA,1319.13000488281,17.4400005340576
"53","22346958010478",100.9,125.3,7,7.3,0,0,0,0,107.9,132.6,16,18,1,1,0,0,0,0,17,19,5.1,102.306782,114.342874,30.902223,-88.383339,230,762,2.20040915555556,0.0418740782222222,21.6933333333333,1.8661,0.0336,20,4.73,4.23,441,882,441,3063,8590,313.5,1014.3,0,0,236.8,0,204.2,1939.5,466.9,NA,1628.38000488281,19.0300006866455
"54","22348078010478",258.5,279.9,110.2,120.6,0,0,0,0,368.7,400.5,36,36,14,15,0,0,0,0,50,51,3.2,306.920346,300.9023,31.941271,-86.060923,470,771,5.803920665,0.1563861285,20.5715,4.1984,0.1104,20,4.105,3.645,1607,1604,902,2208,28978,100.2,2235.2,251,0,20,0,20,1202.6,683.5,NA,1367.38000488281,17.9200000762939
"55","22348816010478",136.4,142.4,92.5,99.6,0,0,0,0,228.9,242,14,14,11,12,0,0,0,0,25,26,3.5,150.45115,144.433104,33.331811,-87.820752,350,777,1.96178316,0.085190366,20.762,1.4793,0.0688,20,4.605,4.265,1789,3718,3047,13554,8397,2115.7,523.9,190.7,40.3,74.7,58,221.9,1272.9,4947.5,NA,1395.19995117188,16.6599998474121
"56","22349881010478",162.7,170.1,33.4,35.1,0,0,0,0,196.1,205.2,11,11,4,4,0,0,0,0,15,15,3.6,90.27069,90.27069,33.894702,-86.772609,660,782,4.30497432907919,0.24444866710399,24.5931666666667,3.76197016574586,0.222108729281768,20,5.06,4.635,997.359116022099,13747.7569060773,9715.24309392265,153413.022099448,13321.0276243094,12201.9198895028,508.727071823204,0,0,337.596132596685,16.5033149171271,66.0132596685083,4089.91160220995,3388.1453038674,NA,1408.33996582031,16
"57","23979846010478",157.3,165.7,15.2,16,0,0,0,0,172.5,181.7,16,16,1,1,0,0,0,0,17,17,3.2,102.306782,102.306782,33.154849,-79.599878,30,784,0.457576296296296,0.0108373333333333,0.211666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1287.69995117188,18.1700000762939
"58","23988495010478",89.8,148.6,32.6,39.6,0,0,0,5.4,122.4,193.6,11,18,4,5,0,0,0,1,15,24,4.2,90.27069,150.45115,34.041137,-79.850735,100,791,6.4866658962963,0.252019712777778,20.3598333333333,6.1885,0.2419,20,4.05,3.47,3138,7596,4754,62309,22590,769,1607.5,0,0,0,0,517.2,1978,509.2,NA,1177.25,17.3099994659424
"59","23990046010478",178.8,199.6,68.5,76.29,0,0,0,0,247.3,275.89,19,20,9,9,0,0,0,0,28,29,3.2,168.505288,162.487242,33.387192,-79.212195,20,792,0.906647355555556,0.0229892577777778,0.3175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382.14001464844,18.2099990844727
"60","24036329010478",365.5,403.58,15.7,16.3,0,0,0,0,381.2,419.88,35,39,2,2,0,0,0,0,37,41,5.6,222.667702,222.667702,34.525553,-81.411292,410,800,3.30989487851852,0.144718370503704,23.3443333333333,2.6043,0.13026,20,4.8,4.175,2501.7,14830.5,42476.7,72718.5,19754.4,1512.9,2200.2,0,0,474.3,13.2,411.9,2694,419.1,NA,1140.2900390625,16.1700000762939
"61","24039089010478",18.6,28.5,99.5,99.9,0,0,0,0,118.1,128.4,2,3,10,10,0,0,0,0,12,13,4.6,72.216552,78.234598,33.512149,-79.062231,10,802,6.56896092373619,0.379780577188674,21.7145,6.18880055248619,0.365528453038674,20,5.46,5.455,331715.292265193,76952.6497237569,150837.414917127,73643.1640883978,357.849171270718,141.172928176796,228.427071823204,12.4441988950276,0,2.07403314917127,31.5265193370166,18.6662983425414,41327.0624309392,383.008839779006,NA,1360.15002441406,17.9200000762939
"62","24046099010478",47.3,51.6,157.4,207.3,9.2,9.58,0,0,213.9,268.48,4,4,15,19,1,1,0,0,20,24,4.8,138.415058,138.415058,34.452677,-81.995435,550,804,0.19322415,0.0086981538,1.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151.27001953125,16.0799999237061
"63","24051699010478",296,327.1,61.9,66.2,0,0,0,0,357.9,393.3,33,34,7,7,0,0,0,0,40,41,6.2,234.703794,216.649656,34.695506,-83.044924,810,808,3.44150458518519,0.174040890851852,24.6566666666667,2.632,0.14585,20,5.085,4.385,2232.5,4821.5,8160.5,31972.5,11061.5,2541.5,2503,0,0,149,0,431.5,19388,324.5,NA,1349.66003417969,16.0900001525879
"64","24055743010478",200.4,208.3,80.7,83.03,0,0,0,0,281.1,291.33,14,14,10,10,0,0,0,0,24,24,5,138.415058,138.415058,34.052986,-81.573041,360,812,0.22324568,0.00712893545,1.54516666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1161.86999511719,17.0699996948242
"65","24061558010478",110.3,113.2,14.5,14.8,0,0,0,0,124.8,128,12,12,1,1,0,0,0,0,13,13,4.2,78.234598,78.234598,33.962928,-80.816749,290,816,2.99204255,0.0514904697222222,26.0325,1.915,0.01824,20,4.96,4.4,0,1796,610,3962,8142,799.8,717.4,46.2,0,38.2,30.8,226.4,1695.2,991.6,NA,1139.18005371094,17.3799991607666
"66","24065092010478",78.2,93.6,10.4,15.89,0,0,0,0,88.6,109.49,8,9,1,2,0,0,0,0,9,11,5.7,54.162414,60.18046,33.795908,-79.603765,80,819,5.62556064,0.2293997824,20.254,5.4528,0.22474,20,4.49,3.915,822,2980,4008,20680,32310,338,763.4,62.8,0,113.8,27.4,332.6,1689.4,1941.2,NA,1207.76000976562,17.4699993133545
