"","PLT_CN","PREVDIA.EM","DIA.EM","PREVDIA.AM","DIA.AM","PREVDIA.EITHER","DIA.EITHER","PREVDIA.OTHER","DIA.OTHER","PREVDIA.TOT","DIA.TOT","PREVSTEM.EM","STEM.EM","PREVSTEM.AM","STEM.AM","PREVSTEM.EITHER","STEM.EITHER","PREVSTEM.OTHER","STEM.OTHER","PREVSTEM.TOT","STEM.TOT","REMPER","prevTPA","TPA","latitude","longitude","elevation","X","C.storage","N.storage","depth","m.C.storage","m.N.storage","m.depth","pH_H2O","pH_CaCl2","m.Na.storage","m.K.storage","m.Mg.storage","m.Ca.storage","m.Al.storage","m.Mn.storage","m.Fe.storage","m.Ni.storage","m.Cu.storage","m.Zn.storage","m.Cd.storage","m.Pb.storage","m.S.storage","m.BrayP.storage","m.OlsenP.storage","map","mat"
"277","95869522010661",0,0,61.4,87.1,0,0,0,0,61.4,87.1,0,0,7,10,0,0,0,0,7,10,4.9,36.108276,60.18046,41.573275,-94.524128,1206,3232,8.86095814,0.5261807475,20.5926666666667,8.7336,0.5202,20,5.925,5.64,4878,77895,165798,878742,0,7184.7,0,109.8,0,440.1,46.8,0,1386.9,10667.7,NA,902.260009765625,9.65999984741211
"278","95872359010661",0,0,15.8,51.1,0,0,0,0,15.8,51.1,0,0,2,6,0,0,0,0,2,6,5,18.054138,36.108276,41.791529,-91.813346,760,3233,13.9478742363413,0.820482431195007,30.5833333333333,6.45045745856354,0.464770718232044,20,6.165,5.86,6239.03867403315,70145.6243093923,183478.309392265,899313.497237569,0,5116.44806629834,0,172.601657458564,0,89.8359116022099,25.4558011049724,0,3027.28563535912,NA,NA,902.859985351562,9.72000026702881
"279","95874205010661",92.8,96.2,108.7,126.6,0,0,0,0,201.5,222.8,5,5,14,16,0,0,0,0,19,21,4.9,114.342874,114.342874,41.050728,-93.377425,1036,3235,14.2755512992593,0.793789001481482,24.4873333333333,7.5025,0.4498,20,5.5,5.1,5193,33376,82432,419908,2652,17470,0,156.9,0,125.7,26.3,0,2286,1338.7,NA,951.900024414062,10.2299995422363
"280","95874657010661",300.3,304.3,51.7,54.4,0,0,0,0,352,358.7,37,36,5,5,0,0,0,0,42,41,4.8,258.775978,234.703794,41.327919,-93.934111,1135,3236,10.675458697,0.4444678245,22.4765,7.3468,0.327,20,5.085,4.55,5400,43818,61992,705158,15986,23419.8,208.8,581,0,359,32,156.6,1438.2,1180,NA,893.969970703125,9.88000011444092
"281","96173682010661",331.1,367.3,0,0,0,0,0,0,331.1,367.3,52,56,0,0,0,0,0,0,52,56,5,312.938392,330.99253,46.062822,-89.230433,1699,3241,62.7288548880556,1.99543183122222,31.8321666666667,10.8324,0.282,20,3.98,3.325,882,4620,4692,41454,79614,86.4,2980.2,138,0,541.8,14.4,101.4,1173,451.2,NA,797.710021972656,4.23000001907349
"282","96186919010661",111,112.5,120.9,130.5,49.2,51.4,0,0,281.1,294.4,13,13,15,16,4,4,0,0,32,33,4.9,192.577472,198.595518,46.569641,-90.494403,880,3243,15.4053827069074,0.377194627055556,21.2488333333333,4.284,0.024,20,4.31,3.585,2700,4350,2970,23160,10620,396,1320,0,0,192,0,48,1113,483,NA,815.510009765625,5.42999982833862
"283","96189523010661",19.3,28.3,109.9,122.2,0,0,0,0,129.2,150.5,3,4,12,14,0,0,0,0,15,18,4.9,90.27069,108.324828,46.326118,-90.386524,1644,3245,27.8040253955556,0.83920652,25.08,6.9512,0.1368,20,4.375,3.92,3464,4444,6156,24544,76122,28.8,5852.4,48.2,0,172.8,0,0,1417,225,NA,856.780029296875,4.51000022888184
"284","96199826010661",115,117.7,155,165,0,0,0,0,270,282.7,11,11,16,16,0,0,0,0,27,27,5,162.487242,162.487242,45.225007,-88.889231,1682,3247,16.0176120607223,0.794811635448639,22.6458333333333,10.5666674033149,0.544963535911602,20,5.59,5.195,4538.24861878453,26899.1602209945,51415.1436464088,474989.342541436,3077.27624309392,6013.27900552486,253.850828729282,0,0,344.694475138122,18.1883977900553,0,2397.42651933702,16379.082320442,NA,778.349975585938,4.67000007629395
"285","96203011010661",85.9,115.6,85.5,113.5,7.9,8.2,0,0,179.3,237.3,12,16,13,16,1,1,0,0,26,33,5,156.469196,174.523334,45.381692,-89.707337,1477,3248,12.4697436158379,0.649248544886433,22.2225,7.79283314917127,0.459182320441989,20,4.84,4.35,2925.96132596685,13881.1491712707,26299.1767955801,157214.386740331,22323.6298342541,17808.8022099448,344.602209944751,111.048066298343,0,566.698342541436,11.4580110497238,37.0160220994475,3557.07016574586,883.990607734807,NA,800.989990234375,4.96999979019165
"286","96206619010661",84.9,86.6,100.3,117.3,0,0,0,0,185.2,203.9,6,6,10,12,0,0,0,0,16,18,4.8,96.288736,102.306782,44.982583,-89.299872,1480,3249,30.7505396888889,1.51249494296296,30.3716666666667,7.0918,0.3156,20,5.07,4.685,2023,19781,24411,213988,16411,18249.6,109.4,11.2,0,466.5,22.4,14.5,1948.5,4054.2,NA,797.830017089844,5.51000022888184
"287","96223662010661",40.6,41.6,175.8,194.4,93.9,108.3,0,0,310.3,344.3,5,5,22,24,9,11,0,0,36,40,5,222.667702,228.685748,45.126597,-88.579573,1115,3252,33.0548645400663,1.42093998934807,26.477,3.8416773480663,0.0889060773480663,20,4.715,4.24,1524.12154696133,5645.93370165746,5878.37569060774,23781.8342541436,26159.2486187845,12821.853038674,593.594475138121,312.255248618785,0,283.73591160221,0,21.0883977900553,1408.61104972376,13938.0220994475,NA,772.369995117188,5.78000020980835
"288","96225705010661",168.5,195.9,132.8,141.9,6,6.4,0,0,307.3,344.2,22,25,19,20,1,1,0,0,42,46,5,246.739886,288.866208,45.505329,-89.058084,1651,3253,11.5444405981481,0.401380890925926,23.3443333333333,6.0573,0.2411,20,4.995,4.78,2246,7720,31341,145271,8496,10122,520,74.6,0,420.2,11,26.7,1957.3,753.1,NA,794.200012207031,4.65000009536743
"289","96236290010661",9.2,15.6,0,0,0,0,0,0,9.2,15.6,1,2,0,0,0,0,0,0,1,2,5,6.018046,12.036092,46.289414,-91.893306,1092,3256,13.0266596711111,0.57593373037037,24.8683333333333,8.7048,0.4292,20,4.76,4.32,3093,15130,29071,160088,21854,13020.8,1824.5,75.6,0,591.5,8.3,37.8,2786.7,680,NA,787.900024414062,5.05000019073486
"290","96248315010661",11.7,19.5,5,12.1,38.3,55.1,0,0,55,86.7,2,3,1,2,7,9,0,0,10,14,5,54.162414,90.27069,45.959683,-88.850295,1681,3257,21.3011656991928,0.878891059697667,23.4925,8.76198784530387,0.270223204419889,20,4.85,4.36,1829.44751381215,13130.5359116022,22026.138121547,161455.64640884,42367.6961325967,15286.9475138122,2724.0861878453,73.1779005524862,0,410.956906077348,0,36.5889502762431,2025.10994475138,7566.90773480663,NA,781.859985351562,4.42999982833862
"291","96259381010661",32.5,32.9,168.1,186,0,0,0,0,200.6,218.9,3,3,19,21,0,0,0,0,22,24,4.9,132.397012,138.415058,46.071684,-90.738087,1540,3259,15.27207822,0.610391236666667,24.826,8.8271,0.3774,20,4.77,4.345,4044,10147,24541,212111,26019,16080.7,766.2,37.5,0,500.4,21.4,0,1807.2,5381.4,NA,821.059997558594,4.6399998664856
"292","96268187010661",285.6,280.5,28.2,29.4,0,0,0,0,313.8,309.9,25,24,3,3,0,0,0,0,28,27,4.8,162.487242,150.45115,44.279688,-91.824832,1022,3261,13.2077990053333,0.646578760888889,20.9736666666667,8.8412,0.5116,20,6.825,6.485,2202,30762,146206,483846,0,4311.4,0,0,0,0,7,0,1578.8,NA,NA,876.619995117188,7.1399998664856
"293","96279115010661",64.1,69.4,180.5,188.9,0,0,0,0,244.6,258.3,7,7,21,21,0,0,0,0,28,28,5,162.487242,168.505288,45.481028,-90.176046,1745,3265,29.6301259576658,1.18950129186065,24.2968333333333,12.5672933701657,0.509796685082873,20,5.14,4.715,6083.04972375691,20022.1104972376,51784.3977900553,309522.071823204,13895.2209944751,21053.061878453,193.818232044199,86.9475138121547,0,260.842541436464,38.4110497237569,0,2992.53591160221,3386.44419889503,NA,793.5,4.3600001335144
"294","96290044010661",161.8,156.6,137.7,147.4,0,0,0,0,299.5,304,10,9,18,19,0,0,0,0,28,28,5,168.505288,168.505288,45.699492,-91.32007,1513,3267,13.0025749239297,0.732116938754144,22.2648333333333,10.5594939226519,0.653429834254144,20,5.245,4.82,5072.33149171271,35416.1104972376,66841.3259668508,366042.077348066,6238.78453038674,37330.7337016575,0,59.2508287292818,0,302.899447513812,19.7502762430939,0,2544.85303867403,2493.73259668508,NA,859.010009765625,5.07999992370605
"295","97225763010661",11.9,18.7,6.9,12.6,0,0,0,0,18.8,31.3,2,3,1,2,0,0,0,0,3,5,5,18.054138,24.072184,45.014723,-87.745105,606,3286,43.0247052691713,1.81337192198895,26.5828333333333,6.84703314917127,0.12132044198895,20,4.04,3.715,3137.4861878453,3507.8453038674,2426.40883977901,6856.62983425414,87955.3204419889,0,4398.05082872928,9.49668508287293,0,221.511049723757,0,244.777348066298,2184.84198895028,796.893922651934,NA,810.659973144531,6.59000015258789
"296","97478816010661",47.2,52.4,40.1,47.4,0,0,0,0,87.3,99.8,2,3,5,6,0,0,0,0,7,9,4.8,42.126322,48.144368,38.921381,-93.106872,736,3289,11.47643868,0.630056219259259,23.0056666666667,6.661,0.381,20,5.44,5.03,2260,27046,31564,315980,408,36206.2,0,122.2,0,297.4,22.4,0,1668.6,1148.8,NA,1069.72998046875,12.3000001907349
"297","97497146010661",20.4,24.4,122.7,137.4,0,5.1,0,0,143.1,166.9,3,3,12,13,0,1,0,0,15,17,4.9,90.27069,102.306782,37.856729,-94.272487,856,3291,9.631418472,0.647944024,22.667,6.9802,0.4984,20,5.235,4.78,2320,25376,65234,264409,6622,15778.5,0,157.3,0,762.1,39,60.8,2623.4,512.3,NA,1159.93005371094,13.4099998474121
"298","97506530010661",187.3,191.5,8.8,8.8,0,0,0,0,196.1,200.3,16,16,1,1,0,0,0,0,17,17,5,102.306782,102.306782,38.367387,-91.609406,808,3293,14.127514094,0.428926156,23.683,5.3376,0.1338,20,4.465,3.835,5555,38891,115014,107622,64049,40167.6,173.2,248.5,195.8,984.7,30.7,556.1,3144.1,175.5,NA,1157.56994628906,12.6499996185303
"299","97519277010661",68.5,76.2,332.1,364.4,0,0,0,0,400.6,440.6,10,11,48,51,0,0,0,0,58,62,5,355.064714,379.136898,36.514627,-93.795392,1098,3296,31.2949477633333,1.6661828,24.953,9.8926,0.5719,20,6.44,6.17,2252,53228,202753,571361,0,13029.4,0,0,0,0,20.3,0,1333.8,NA,NA,1179.14001464844,13.8199996948242
"300","97535923010661",289.5,305.4,7.9,8.2,0,0,0,0,297.4,313.6,25,26,1,1,0,0,0,0,26,27,5,162.487242,156.469196,37.791795,-90.073987,840,3298,17.8627007958333,0.728675758333333,25.5245,4.7838,0.2199,20,4.735,4.215,2640,17154,31803,48645,38448,35971.8,14.1,103.8,14.1,462.9,12.3,285.3,2569.8,341.1,NA,1111.18005371094,13.3599996566772
